"Artist","Title","Rank","Playcount"
"Norah Jones","Don't Know Why","204","2"
"Shelby Lynne","Reach for the Rhythm","205","2"
"The Shins","New Slang","206","2"
"Victoria Williams","Crazy Mary","207","2"
"N.W.A","Approach to Danger","208","2"
"N.W.A","The Dayz of Wayback","209","2"
"George Strait","Ocean Front Property","210","2"
"Keith Whitley","When You Say Nothing at All","211","2"
"Joan Baez","Amsterdam","212","2"
"Eazy-E","Real Muthaphuckkin G's","213","2"
"George Strait","Am I Blue","214","2"
"Heather Eatman","Half of a Woman","215","2"
"Kennedy Rose","Iron Horse","216","2"
"Emmylou Harris","Sweet Sorrow in the Wind","217","2"
"Fall Out Boy","Dance, Dance","218","2"
"Fall Out Boy","Sugar, We're Goin Down","219","2"
"Fall Out Boy","A Little Less Sixteen Candles, a Little More ""Touch Me""","220","2"
"N.W.A","1-900-2-Compton","221","2"
"Matt Wertz","5:19","222","2"
"the everybodyfields","By Your Side","223","2"
"Fall Out Boy","This Ain't a Scene, It's an Arms Race","224","2"
"Fall Out Boy","Thnks fr th Mmrs","225","2"
"Fall Out Boy","""The Take Over, the Breaks Over""","226","2"
"Ben's Brother","Let Me Out","227","2"
"the everybodyfields","Aeroplane","228","2"
"the everybodyfields","Leaving Today","229","2"
"the everybodyfields","Lonely Anywhere","230","2"
"the everybodyfields","Wasted Time","231","2"
"the everybodyfields","Savior","232","2"
"the everybodyfields","Everything Is Okay","233","2"
"the everybodyfields","Out On The Highway","234","2"
"Hot Hot Heat","Harmonicas & Tambourines","235","2"
"White Lies","Unfinished Business","236","2"
"Colbie Caillat","Try","237","2"
"White Lies","Farewell to the Fairground","238","2"
"Morgan Page","Call My Name","239","2"
"White Lies","Death","240","2"
"White Lies","E.S.T.","241","2"
"Ann Wilson","The Battle of Evermore","242","2"
"White Lies","From the Stars","243","2"
"White Lies","A Place to Hide","244","2"
"White Lies","The Price of Love","245","2"
"White Lies","Fifty on Our Foreheads","246","2"
"White Lies","Nothing to Give","247","2"
"Fall Out Boy","Headfirst Slide Into Cooperstown on a Bad Bet","248","2"
"Fall Out Boy","Disloyal Order of Water Buffaloes","249","2"
"Fall Out Boy","She's My Winona","250","2"
"Fall Out Boy","The (Shipped) Gold Standard","251","2"
"Fall Out Boy","(Coffee's for Closers)","252","2"
"Fall Out Boy","27","253","2"
"Fall Out Boy","20 Dollar Nose Bleed","254","2"
"Fall Out Boy","w.a.m.s.","255","2"
"Fall Out Boy","Tiffany Blews","256","2"
"White Lies","To Lose My Life (Filthy Dukes Remix)","257","2"
"Ellie Goulding","Starry Eyed","258","2"
"Andrew Combs","Too Stoned to Cry","259","2"
"Morgan Page","Tell Me Why","260","2"
"Owl City","Fireflies","261","2"
"Morgan Page","Only Human","262","2"
"Morgan Page","Return to Me","263","2"
"Morgan Page","Traces Remain","264","2"
"Fall Out Boy","Alpha Dog","265","2"
"Fall Out Boy","""From Now On We Are Enemies"" - Bonus Track","266","2"
"Fall Out Boy","Growing Up - Bonus Track","267","2"
"Fall Out Boy","Yule Shoot Your Eye Out - Bonus Track","268","2"
"Ellie Goulding","This Love (Will Be Your Downfall)","269","2"
"Benjamin Francis Leftwich","Shine","270","2"
"Infant Sorrow","Gang Of Lust","271","2"
"Infant Sorrow","African Child (Trapped In Me)","272","2"
"White Lies","Bigger Than Us","273","2"
"Morgan Page","I've Had Friends feat. Jan Burton","274","2"
"The Shoes","Time to Dance","275","2"
"Shawn McDonald","Rise","276","2"
"Ben Harper","Feel Love","277","2"
"Andrew Combs","big bad love","278","2"
"Frightened Rabbit","Dead Now","279","2"
"Bear's Den","Elysium","280","2"
"LP","Into the Wild","281","2"
"Frightened Rabbit","Holy","282","2"
"Frightened Rabbit","State Hospital","283","2"
"Bastille","Overjoyed - Distance Remix","284","2"
"N.W.A","I'd Rather Fuck You - Feat. Eazy-E","285","2"
"Rod Melancon","Living Like My Heroes","286","2"
"The Name","Distance (feat. Christine and the Queens)","287","2"
"The Last Bison","Quill","288","2"
"Andrew Duhon","The Moorings","289","2"
"Peter Peter","Tout prend son sens dans le miroir","290","2"
"Peter Peter","Reverbere","291","2"
"Peter Peter","MDMA","292","2"
"Peter Peter","Beaute baroque","293","2"
"Bastille","Bad Blood - Remix","294","2"
"Frightened Rabbit","Late March, Death March","295","2"
"Frightened Rabbit","Nitrous Gas","296","2"
"Frightened Rabbit","Housing (out)","297","2"
"Frightened Rabbit","The Oil Slick","298","2"
"Frightened Rabbit","The Woodpile","299","2"
"Frightened Rabbit","December's Traditions","300","2"
"Frightened Rabbit","Housing (in)","301","2"
"The Barr Brothers","Even The Darkness Has Arms","302","2"
"Bastille","Pompeii - Kat Krazy Remix","303","2"
"Fall Out Boy","My Songs Know What You Did in the Dark (Light Em Up)","304","2"
"Rod Melancon","Mad Talkin' Man","305","2"
"Fall Out Boy","Alone Together","306","2"
"Fall Out Boy","Where Did the Party Go","307","2"
"Fall Out Boy","Just One Yesterday","308","2"
"Betty Who","High Society","309","2"
"Macklemore & Ryan Lewis","Interview - Live From Spotify NYC","310","2"
"Hozier","Angel of Small Death and the Codeine Scene","311","2"
"White Lies","Getting Even","312","2"
"Lorde","Tennis Court","313","2"
"Magic Man","Chicagoland","314","2"
"Magic Man","Honey","315","2"
"The Mowgli's","Say It, Just Say It","316","2"
"Sam Smith","Latch - Acoustic","317","2"
"How Sad","Indian Summer","318","2"
"Hozier","Like Real People Do","319","2"
"N.W.A","Straight Outta Compton - Edit","320","2"
"White Lies","There Goes Our Love Again - GOOSE Version","321","2"
"Lorde","A World Alone","322","2"
"Lorde","Still Sane","323","2"
"Lorde","White Teeth Teens","324","2"
"Hozier","From Eden","325","2"
"High Highs","A Real Hero","326","2"
"Young Liars","Night Window","327","2"
"Bastille","Of The Night - MNEK Remix","328","2"
"Ceo","Wonderland","329","2"
"Hozier","Cherry Wine - Live","330","2"
"Sam Smith","Money on My Mind","331","2"
"Magic Man","Catherine","332","2"
"Stereoclip","Tramway - Original Mix","333","2"
"Nico & Vinz","Am I Wrong","334","2"
"Paloma Faith","Can't Rely on You","335","2"
"Dotan","Fall - Radio Edit","336","2"
"Tove Lo","Habits (Stay High)","337","2"
"Juxtaposition","Pompeii","338","2"
"Paloma Faith","The Bigger You Love (The Harder You Fall)","339","2"
"Strange Talk","Young Hearts","340","2"
"Glass Animals","Gooey","341","2"
"Miniature Tigers","Swimming Pool Blues","342","2"
"Little Dragon","Pretty Girls","343","2"
"Paloma Faith","Take Me","344","2"
"Paloma Faith","Taste My Own Tears","345","2"
"Paloma Faith","Trouble with My Baby","346","2"
"Paloma Faith","Impossible Heart","347","2"
"Rod Melancon","Marella","348","2"
"Kina Grannis","The Fire","349","2"
"Bleachers","Like a River Runs","350","2"
"Rod Melancon","Duck Festival Queen","351","2"
"Rod Melancon","Cushing Avenue","352","2"
"Rod Melancon","Different Man","353","2"
"Rod Melancon","Feathers","354","2"
"Bastille","Oblivion - Live From Capitol Studios / 2013","355","2"
"Cris Cab","Loves Me Not","356","2"
"Colony House","Silhouettes","357","2"
"Owl City","Beautiful Times","358","2"
"Ariana Grande","Problem","359","2"
"OK Go","The Writing's on the Wall","360","2"
"Lights","Up We Go","361","2"
"Jeff Beal","Same Mistake Twice","362","2"
"Jeff Beal","To Be King","363","2"
"Jeff Beal","Read To Me","364","2"
"Jeff Beal","Jackie Crosses Claire","365","2"
"Jeff Beal","Tusk Turns","366","2"
"Jeff Beal","One Degree Of Separation","367","2"
"Ben Howard","End of the Affair","368","2"
"Ben Howard","Small Things","369","2"
"Magic Man","Tonight","370","2"
"Magic Man","Too Much","371","2"
"The Courteeners","How Good It Was","372","2"
"The Gaslight Anthem","Stay Vicious","373","2"
"Hozier","Jackie and Wilson","374","2"
"Magic Man","Paris - Spotify Sessions Curated by Jim Eno","375","2"
"Magic Man","Texas - Spotify Sessions Curated by Jim Eno","376","2"
"Magic Man","It All Starts Here - Spotify Sessions Curated by Jim Eno","377","2"
"Ben Howard","She Treats Me Well","378","2"
"Ben Howard","All Is Now Harmed","379","2"
"Broiler","Wild Eyes","380","2"
"Social Distortion","Story of My Life","381","1"
"Nick Drake","Pink Moon","382","1"
"Badly Drawn Boy","The Shining","383","1"
"Elvis Presley","Hound Dog","384","1"
"Elvis Presley","Jailhouse Rock","385","1"
"Sade","By Your Side","386","1"
"Oasis","Wonderwall","387","1"
"Ben Harper","Beloved One","388","1"
"Garbage","Milk","389","1"
"Garbage","Only Happy When It Rains","390","1"
"Garbage","Stupid Girl","391","1"
"Madonna","The Power of Good-Bye","392","1"
"TLC","Waterfalls","393","1"
"Beck","Lost Cause","394","1"
"Elvis Presley","Don't Be Cruel","395","1"
"A Perfect Circle","The Hollow","396","1"
"A Perfect Circle","Rose","397","1"
"A Perfect Circle","Magdalena","398","1"
"Counting Crows","Round Here","399","1"
"Counting Crows","Mr. Jones","400","1"
"Counting Crows","Colorblind","401","1"
"Garbage","When I Grow Up","402","1"
"Bon Jovi","I'll Be There For You","403","1"
"Garbage","I Think I'm Paranoid","404","1"
"Counting Crows","Sullivan Street","405","1"
"Mariah Carey","All I Want for Christmas Is You","406","1"
"Guns N' Roses","Paradise City","407","1"
"Third Eye Blind","Semi-Charmed Life","408","1"
"Kenny Loggins","Danger Zone","409","1"
"Guns N' Roses","Sweet Child o' Mine","410","1"
"Rocket from the Crypt","On A Rope","411","1"
"Garbage","You Look So Fine","412","1"
"Garbage","Special","413","1"
"Counting Crows","Rain King","414","1"
"Bruce Springsteen","Born in the U.S.A.","415","1"
"Garbage","Push It","416","1"
"Phil Collins","Sussudio","417","1"
"Ben Harper","Waiting On an Angel","418","1"
"The Offspring","Why Don't You Get a Job?","419","1"
"Jack Johnson","Flake","420","1"
"Taking Back Sunday","You're So Last Summer","421","1"
"Counting Crows","Perfect Blue Buildings","422","1"
"Survivor","Eye of the Tiger","423","1"
"Counting Crows","Omaha","424","1"
"Third Eye Blind","How's It Going To Be","425","1"
"Garbage","The World Is Not Enough","426","1"
"Garbage","#1 Crush","427","1"
"Ben Harper","By My Side","428","1"
"Ben Harper","Gold To Me","429","1"
"Macy Gray","I Try","430","1"
"Bon Jovi","Lay Your Hands on Me","431","1"
"Billy Joel","Uptown Girl","432","1"
"Madonna","Human Nature","433","1"
"Damien Rice","Cannonball","434","1"
"The Offspring","Self Esteem","435","1"
"Def Leppard","Hysteria","436","1"
"David Gray","This Years Love","437","1"
"Bon Jovi","Blaze Of Glory","438","1"
"Def Leppard","Love Bites","439","1"
"Scorpions","Rock You Like a Hurricane","440","1"
"Michael Jackson","Thriller","441","1"
"Bon Jovi","Blood On Blood","442","1"
"Garbage","Shut Your Mouth","443","1"
"Taking Back Sunday","Cute Without the ""E"" (Cut from the Team)","444","1"
"Def Leppard","Pour Some Sugar on Me","445","1"
"I Am Kloot","Over My Shoulder","446","1"
"Ben Harper","Diamonds On the Inside","447","1"
"Cat Power","Sea of Love","448","1"
"Bon Jovi","Never Say Goodbye","449","1"
"White Zombie","Thunder Kiss '65","450","1"
"Collective Soul","Tremble for My Beloved","451","1"
"Culture Club","Karma Chameleon","452","1"
"Melissa Etheridge","The Prison","453","1"
"George Strait","The Fireman","454","1"
"George Strait","The Chair","455","1"
"Madonna","Material Girl","456","1"
"a-ha","Take on Me","457","1"
"Ani DiFranco","Egos Like Hairdos","458","1"
"Katrina and the Waves","Walking on Sunshine","459","1"
"Scorpions","No One Like You","460","1"
"Def Leppard","Armageddon It","461","1"
"Orbital","Belfast","462","1"
"Blackstreet","No Diggity","463","1"
"Orbital","Halcyon And On And On","464","1"
"Scorpions","Wind of Change","465","1"
"Scorpions","Send Me An Angel","466","1"
"Maroon 5","Not Falling Apart","467","1"
"Whitney Houston","Saving All My Love for You","468","1"
"Del Amitri","Tell Her This","469","1"
"Garbage","Cherry Lips (Go Baby Go)","470","1"
"Kyo","Le Chemin","471","1"
"Melissa Etheridge","Lover Please","472","1"
"Scorpions","Still Loving You","473","1"
"Ace of Base","The Sign","474","1"
"Skid Row","Youth Gone Wild","475","1"
"Melissa Etheridge","Walking On Water","476","1"
"Tina Turner","What's Love Got to Do With It","477","1"
"Patsy Cline","Walkin' After Midnight","478","1"
"Destiny's Child","Say My Name","479","1"
"Jill Sobule","Vrbana Bridge","480","1"
"Whitney Houston","Greatest Love of All","481","1"
"Def Leppard","Animal","482","1"
"Ben Harper","Not Fire Not Ice","483","1"
"Jill Sobule","The Couple on the Street","484","1"
"Wham!","Wake Me up Before You Go-Go","485","1"
"Jill Sobule","Supermodel","486","1"
"Bon Jovi","I'd Die For You","487","1"
"N.W.A","Fuck tha Police","488","1"
"Def Leppard","Rocket","489","1"
"N.W.A","If It Ain't Ruff","490","1"
"N.W.A","Straight Outta Compton","491","1"
"Joshua Kadison","Jessie","492","1"
"N.W.A","Parental Discretion Iz Advised","493","1"
"N.W.A","Gangsta Gangsta","494","1"
"N.W.A","Real Niggaz Don't Die","495","1"
"N.W.A","Real Niggaz","496","1"
"Bon Jovi","Without Love","497","1"
"Jill Sobule","Now That I Don't Have You","498","1"
"Cinderella","Gypsy Road","499","1"
"Cinderella","Don't Know What You Got (Till It's Gone)","500","1"
"Bon Jovi","Wild In The Streets","501","1"
"Josh Ritter","Come And Find Me","502","1"
"Melissa Etheridge","Down To One","503","1"
"Whitney Houston","I Wanna Dance with Somebody (Who Loves Me)","504","1"
"P!nk","Family Portrait","505","1"
"Stryper","In God We Trust","506","1"
"Kyo","Derniere Danse","507","1"
"Kyo","Je Cours","508","1"
"Warrant","Down Boys","509","1"
"Dido","White Flag - Radio Edit","510","1"
"The Postal Service","Such Great Heights","511","1"
"A Perfect Circle","Weak And Powerless","512","1"
"A Perfect Circle","The Nurse Who Loved Me","513","1"
"The Jackson 5","I Want You Back","514","1"
"A Perfect Circle","Vanishing","515","1"
"A Perfect Circle","The Outsider","516","1"
"A Perfect Circle","Pet","517","1"
"A Perfect Circle","The Noose","518","1"
"A Perfect Circle","A Stranger","519","1"
"A Perfect Circle","Blue","520","1"
"A Perfect Circle","Gravity","521","1"
"A Perfect Circle","Lullaby","522","1"
"A Perfect Circle","Crimes","523","1"
"blink-182","I Miss You","524","1"
"Over the Rhine","Jesus In New Orleans","525","1"
"Regina Spektor","Samson","526","1"
"The Perishers","Pills","527","1"
"Ryan Adams","Hotel Chelsea Nights","528","1"
"The J. Geils Band","Centerfold","529","1"
"Garbage","Queer","530","1"
"Chingy","One Call Away","531","1"
"Redbird","Moonshiner","532","1"
"Magnet","Where Happiness Lives","533","1"
"The Killers","Smile Like You Mean It","534","1"
"Lorrie Morgan","Something In Red","535","1"
"N.W.A","Sa Prize (Part 2)","536","1"
"N.W.A","Niggaz 4 Life","537","1"
"N.W.A","Protest","538","1"
"N.W.A","Appetite for Destruction","539","1"
"N.W.A","Don't Drink That Wine","540","1"
"N.W.A","Alwayz Into Somethin'","541","1"
"N.W.A","Message to B.A.","542","1"
"N.W.A","To Kill a Hooker","543","1"
"N.W.A","One Less Bitch","544","1"
"Kyo","Tout Envoyer En L'Air","545","1"
"Jon Bon Jovi","Blood Money","546","1"
"Bushwick Bill","Little Big Man","547","1"
"P!nk","Eventually","548","1"
"Mindy Smith","Hurricane","549","1"
"Joe Gonzalez","Heartbeats","550","1"
"Blue October","Breakfast After Ten","551","1"
"Elton John","Captain Fantastic And The Brown Dirt Cowboy","552","1"
"George Strait","The Cowboy Rides Away","553","1"
"Keith Whitley","I'm No Stranger To The Rain","554","1"
"Cinderella","The Last Mile","555","1"
"P!nk","Get the Party Started","556","1"
"P!nk","Dear Diary","557","1"
"Nizlopi","Freedom","558","1"
"Kyo","Je Saigne Encore","559","1"
"Cinderella","Shelter Me","560","1"
"George Strait","It Ain't Cool To Be Crazy About You","561","1"
"Eazy-E","Boyz N Tha Hood (G-Mix)","562","1"
"Donavon Frankenreiter","Free","563","1"
"P!nk","18 Wheeler","564","1"
"Jill Sobule","Living Color","565","1"
"Jill Sobule","Sad Beauty","566","1"
"Don Slepian","Awakening","567","1"
"Keith Whitley","Miami, My Amy","568","1"
"Keith Whitley","I'm Over You","569","1"
"Keith Whitley","I Wonder Do You Think Of Me","570","1"
"George Strait","You're Something Special To Me","571","1"
"Eazy-E","Any Last Werdz","572","1"
"Kings of Convenience","Homesick","573","1"
"Houston","I Like That","574","1"
"The Decemberists","We Both Go Down Together","575","1"
"Kyo","Je Te Vends Mon Ame","576","1"
"Lorrie Morgan","We Both Walk","577","1"
"Lorrie Morgan","Watch Me","578","1"
"George Strait","Nobody In His Right Mind Would've Left Her","579","1"
"George Strait","Second Chances","580","1"
"Orbital","The Box - part 2","581","1"
"Tiffany","I Think We're Alone Now","582","1"
"Ray LaMontagne","Jolene","583","1"
"Lorrie Morgan","Except For Monday","584","1"
"N.W.A","8 Ball","585","1"
"George Strait","Someone's Walkin' Around Upstairs","586","1"
"George Strait","Hot Burning Flames","587","1"
"George Strait","Without You Here","588","1"
"George Strait","My Heart Won't Wander Very Far From You","589","1"
"Jack Johnson","Better Together","590","1"
"Stephen Fretwell","Bad Bad You, Bad Bad Me","591","1"
"Gary Jules","Mad World (feat. Michael Andrews)","592","1"
"Kyo","Contact","593","1"
"Kyo","Sarah","594","1"
"Kyo","Ce Soir","595","1"
"Lorrie Morgan","A Picture Of Me (Without You)","596","1"
"Hal","Play The Hits","597","1"
"Jason Mraz","I'm Yours","598","1"
"Lauren Christy","Vanessa's Father","599","1"
"British Sea Power","Please Stand Up","600","1"
"Gary Stewart","An Empty Glass","601","1"
"Maroon 5","Can't Stop","602","1"
"New Order","Krafty","603","1"
"k.d. lang","Lock Stock and Teardrops","604","1"
"Eels","Hey Man (Now You're Really Living)","605","1"
"Kaiser Chiefs","Everyday I Love You Less and Less","606","1"
"Say Anything","Alive with the Glory of Love","607","1"
"Over the Rhine","Born","608","1"
"Garbage","Why Do You Love Me","609","1"
"Garbage","Bleed Like Me","610","1"
"P!nk","Respect","611","1"
"P!nk","Lonely Girl","612","1"
"Yann Tiersen","Comptine d'un autre","613","1"
"the everybodyfields","Silver Garden","614","1"
"Regina Spektor","Fidelity","615","1"
"Phantom Planet","California - Tchad Blake Mix","616","1"
"Corinne Bailey Rae","Put Your Records On","617","1"
"Corinne Bailey Rae","Like a Star","618","1"
"Kyo","Comme Des Freres","619","1"
"Horace Trahan","That Butt Thing","620","1"
"Everlasting Hitman","Bounce Baby Bounce","621","1"
"Randy Rogers Band","An Empty Glass (That's The Way The Day Ends)","622","1"
"Dashboard Confessional","Don't Wait","623","1"
"Josh Pyke","Middle Of The Hill","624","1"
"The Dykeenies","Waiting For Go","625","1"
"the everybodyfields","Good to be Home","626","1"
"the everybodyfields","In Your Boots","627","1"
"the everybodyfields","Magazines","628","1"
"the everybodyfields","Leaving","629","1"
"the everybodyfields","Arletta","630","1"
"the everybodyfields","Baby Please","631","1"
"the everybodyfields","Out of Town","632","1"
"the everybodyfields","Can't Have It","633","1"
"the everybodyfields","Fade Jeans Blue","634","1"
"the everybodyfields","Angels","635","1"
"the everybodyfields","The Only King","636","1"
"MC Spud","Creepin","637","1"
"The Weepies","World Spins Madly On","638","1"
"Kelly Clarkson","Already Gone","639","1"
"Epo-555","Hyperschlieb","640","1"
